"Y","Enhanced_GVI_quantification","Transaction_including_the_first_floor_versus_not","Housing_age","Transaction_year","Condominium_versus_not","Apartment_versus_not","Studio_versus_not","Detached_House_versus_not","Storefront_versus_not","Commercial_building_versus_not","mrt_d","school_d","park_d"
91235,7.208229,0,4,107,0,0,0,0,0,0,317.1491396,270.7505708,463.3391167
94114,1.039271,1,44,107,0,0,0,1,0,0,515.1740778,246.3717789,300.3549905
97918,4.020597,1,32,107,0,0,0,1,0,0,456.5237987,333.80126,242.7531181
90072,15.902812,0,2,107,0,0,0,0,0,0,147.9556418,466.3909044,120.0305087
116218,7.583785,1,48,107,0,0,0,1,0,0,464.8386567,357.0039685,258.3779908
86708,7.85556,1,4,107,0,0,0,1,0,0,920.0270631,381.2356324,85.84471327
99166,2.91568,1,46,107,0,0,0,1,0,0,330.3507552,310.1717126,176.775766
89438,5.085966,1,14,107,0,0,0,1,0,0,611.9448581,471.6891778,136.1811166
117586,2.364153,1,53,107,0,0,0,1,0,0,421.8219282,507.2055959,327.1835131
90909,12.75825,0,1,107,0,0,0,0,0,0,1540.182268,662.8173412,158.3021841
151042,7.793387,1,41,107,0,0,0,1,0,0,1548.215107,577.3684478,246.2217601
86386,10.688142,1,49,107,0,0,0,1,0,0,483.1516072,556.5981198,229.7658095
94499,5.096218,1,37,107,0,1,0,0,0,0,190.7717289,300.9887912,180.9854877
146240,7.099768,1,38,107,0,0,0,0,0,0,317.6262262,402.3443711,308.5566569
98557,10.430495,0,4,107,0,0,0,0,0,0,333.892915,319.3710249,447.709102
87960,2.236513,1,47,107,0,0,0,1,0,0,504.1736253,197.3684852,243.7550843
193356,2.558224,1,45,107,0,0,0,1,0,0,297.9868368,234.5270713,188.2840244
105005,12.484971,1,46,107,0,0,0,0,1,0,174.9907509,304.3767018,108.9034782
109036,1.90387,1,37,107,0,0,0,1,0,0,491.3136106,311.4192801,302.7709499
162084,18.443952,1,6,107,0,0,0,0,0,0,989.7569204,462.1920777,135.9488551
100960,7.583785,0,1,107,0,0,0,0,0,0,452.6473334,277.909068,179.6187499
174312,5.178424,1,57,107,0,0,0,1,0,0,251.2558933,276.1984255,274.1892657
94354,1.848073,1,44,107,0,0,0,1,0,0,734.1841319,374.3719149,523.4388273
87187,16.137092,0,0,107,0,0,0,0,0,0,678.2863415,233.7140793,195.9957816
548550,2.803333,1,61,107,0,0,0,1,0,0,523.608928,237.9386333,172.4266226
99550,10.430495,0,4,107,0,0,0,0,0,0,352.4317105,333.9147943,466.4441449
99806,12.256142,0,3,107,0,0,0,0,0,0,494.3729014,394.5686925,132.326381
109670,3.63672,1,39,107,0,0,0,1,0,0,434.0970909,455.8301835,359.8503291
124107,3.63672,1,39,107,0,0,0,1,0,0,435.0083751,460.0460186,362.3207672
140195,6.862917,1,0,107,0,0,0,0,1,0,657.8395797,527.8712116,572.9731236
88778,8.905,0,1,107,0,0,0,0,0,0,879.7117209,292.2041147,473.6162352
139316,8.905,1,1,107,0,0,0,0,1,0,876.5358092,286.9107713,482.4907095
127585,19.5375,1,50,107,0,0,0,1,0,0,299.2277695,181.0608035,178.6483471
91423,6.510254,1,39,107,0,0,0,1,0,0,1277.220819,381.1826069,75.12524376
100228,5.839819,1,57,107,0,0,0,1,0,0,504.9795406,262.0459418,148.5725339
102166,11.138429,0,6,107,0,0,0,0,0,0,425.0349326,166.5920398,364.0771483
118600,3.799272,1,50,107,0,0,0,1,0,0,369.8507743,460.5911362,197.7507627
88062,1.487193,1,46,107,0,0,0,1,0,0,160.4023679,326.1294751,202.5949854
152889,15.266432,1,42,107,0,0,0,1,0,0,551.3721399,292.4276465,177.1001681
90767,11.138429,0,6,107,0,0,0,0,0,0,400.8487397,157.6878393,339.6927736
94437,5.315642,1,44,107,0,0,0,1,0,0,344.8225743,342.2131465,227.2117458
86404,12.753812,1,8,107,0,0,0,1,0,0,1008.942143,476.7728187,74.48583817
86673,12.75825,0,1,107,0,0,0,0,0,0,1540.182268,662.8173412,158.3021841
224872,9.246007,1,48,107,0,0,0,1,0,0,83.13357457,545.1002799,220.4157011
105753,2.826107,1,28,107,0,0,0,0,1,0,370.2482292,188.8773343,399.6328263
107439,7.208229,1,19,107,0,0,0,0,1,0,435.9322726,316.4320866,522.3912824
94757,12.794802,0,1,107,0,0,0,0,0,0,762.6862076,230.5310352,408.3465327
96801,11.882056,1,42,107,0,0,0,1,0,0,990.54009,246.9150228,50.58231722
86278,14.416604,1,48,107,0,0,0,1,0,0,526.061383,246.5537716,126.0951918
132150,12.75825,1,2,107,0,0,0,0,0,0,1495.242386,590.7979464,206.0822929
96505,10.121355,1,32,107,0,0,0,1,0,0,1298.782551,666.0075227,65.65887553
91628,8.898788,0,1,107,0,0,0,0,0,0,45.52666519,216.5241567,151.9072205
107995,7.658968,0,9,107,0,0,0,0,0,0,898.6239955,317.2599479,492.2307447
141586,3.243843,1,40,107,0,0,0,1,0,0,389.7762337,254.653495,351.985497
91993,5.56484,1,0,107,0,0,0,1,0,0,279.8272877,235.6864624,198.6382223
141855,6.862917,1,0,107,0,0,0,0,1,0,637.2678826,503.0089059,588.2173994
87249,7.621975,0,0,107,0,0,0,0,0,0,106.3063577,186.6792644,336.7845986
126691,2.914213,1,2,107,0,0,0,0,0,0,325.8084869,405.842333,317.6009127
165516,2.914213,1,2,107,0,0,0,0,0,0,337.0845052,431.5520058,337.617176
90753,16.137092,0,0,107,0,0,0,0,0,0,690.07728,230.6832633,184.5528016
86300,13.2085,0,3,107,0,0,0,0,0,0,194.6484653,278.2996869,250.4008087
97588,12.885368,0,2,107,0,0,0,0,0,0,403.3289781,230.1781968,42.00219796
99778,19.517696,0,4,107,0,0,0,0,0,0,66.77736322,165.6575303,139.029784
90335,16.137092,0,0,107,0,0,0,0,0,0,690.07728,230.6832633,184.5528016
98690,12.794802,0,1,107,0,0,0,0,0,0,767.0222358,219.4071588,409.3484683
116780,8.582014,1,0,107,0,0,0,1,0,0,493.4617942,64.24665936,294.7148416
89000,9.58351,0,4,107,0,0,0,0,0,0,283.4768433,456.6196541,80.1395536
87617,16.137092,0,0,107,0,0,0,0,0,0,650.0431997,244.0098012,231.0317444
131277,6.862917,1,0,107,0,0,0,0,1,0,663.5558867,532.1670526,568.9213675
89477,6.240106,1,48,108,0,0,0,1,0,0,232.2248209,336.8997981,175.0705845
